time,eth_close,btc_close,0,1
1626945300000.0,2007.9,32145.0,,
1626946200000.0,1971.0,31793.0,,
1626947100000.0,1981.0,31898.0,,
1626948000000.0,1984.5,31889.0,,
1626948900000.0,1980.1,31874.0,,
1626949800000.0,1986.1,31929.0,,
1626950700000.0,1981.8,31812.0,,
1626951600000.0,1975.3,31759.0,,
1626952500000.0,1975.9,31776.0,,
1626953400000.0,1983.0,31920.0,,
1626954300000.0,1985.0,31924.0,,
1626955200000.0,1974.0,31837.0,,
1626956100000.0,1954.1,31799.0,,
1626957000000.0,1990.9,32155.0,,
1626957900000.0,2008.8,32203.0,,
1626958800000.0,2006.6,32211.0,,
1626959700000.0,1996.8,32148.0,,
1626960600000.0,1988.5,32100.0,,
1626961500000.0,1991.4,32079.0,,
1626962400000.0,1989.8,32084.0,,
1626963300000.0,1990.1,32103.0,,
1626964200000.0,1990.0,32144.0,,
1626965100000.0,1999.3,32283.0,,
1626966000000.0,1998.2,32239.0,,
1626966900000.0,2017.1,32356.0,,
1626967800000.0,2027.4,32419.0,,
1626968700000.0,2034.5,32512.0,,
1626969600000.0,2027.0,32407.0,,
1626970500000.0,2020.2,32321.0,,
1626971400000.0,2024.2,32374.0,,
1626972300000.0,2021.5,32356.0,,
1626973200000.0,2029.0,32466.0,,
1626974100000.0,2028.7,32410.0,,
1626975000000.0,2026.4,32355.0,,
1626975900000.0,2034.5,32416.0,,
1626976800000.0,2032.3,32396.0,,
1626977700000.0,2023.4,32279.0,,
1626978600000.0,2024.3,32256.0,,
1626979500000.0,2025.6,32284.0,,
1626980400000.0,2024.0,32279.0,,
1626981300000.0,2024.8,32284.0,,
1626982200000.0,2028.2,32343.0,,
1626983100000.0,2029.9,32388.0,,
1626984000000.0,2022.2,32269.0,,
1626984900000.0,2021.2,32284.0,,
1626985800000.0,2022.3,32316.0,,
1626986700000.0,2015.6,32226.0,,
1626987600000.0,2020.0,32241.0,,
1626988500000.0,2018.6,32281.0,,
1626989400000.0,2026.6,32441.0,,
1626990300000.0,2005.3,32120.0,,
1626991200000.0,2012.7,32210.0,,
1626992100000.0,1999.9,32157.0,,
1626993000000.0,2006.7,32201.0,,
1626993900000.0,2005.9,32179.0,,
1626994800000.0,2008.7,32236.0,,
1626995700000.0,2015.1,32280.0,,
1626996600000.0,2023.2,32333.0,,
1626997500000.0,2024.6,32295.0,,
1626998400000.0,2015.7,32225.0,,
1626999300000.0,2021.6,32289.0,,
1627000200000.0,2026.8,32301.0,,
1627001100000.0,2029.2,32368.0,,
1627002000000.0,2033.6,32400.0,,
1627002900000.0,2033.4,32388.0,,
1627003800000.0,2061.5,32656.0,,
1627004700000.0,2068.7,32750.0,,
1627005600000.0,2074.8,32702.0,,
1627006500000.0,2062.1,32589.0,-1.0,16.504737017623977
1627007400000.0,2062.6,32644.0,,
1627008300000.0,2065.1,32643.0,,
1627009200000.0,2062.3,32595.0,,
1627010100000.0,2058.5,32567.0,,
1627011000000.0,2056.8,32539.0,,
1627011900000.0,2060.7,32605.0,,
1627012800000.0,2066.0,32660.0,,
1627013700000.0,2069.2,32667.0,,
1627014600000.0,2074.3,32670.0,,
1627015500000.0,2076.3,32701.0,,
1627016400000.0,2084.7,32758.0,,
1627017300000.0,2081.9,32752.0,,
1627018200000.0,2074.5,32667.0,,
1627019100000.0,2073.9,32632.0,,
1627020000000.0,2069.0,32538.0,,
1627020900000.0,2073.2,32574.0,,
1627021800000.0,2079.9,32623.0,,
1627022700000.0,2077.2,32586.0,,
1627023600000.0,2065.5,32466.0,,
1627024500000.0,2058.5,32388.0,,
1627025400000.0,2058.9,32436.0,,
1627026300000.0,2065.7,32497.0,,
1627027200000.0,2061.0,32489.0,,
1627028100000.0,2054.1,32461.0,-1.0,16.504737017623977
1627029000000.0,2058.5,32498.0,,
1627029900000.0,2045.6,32333.0,-1.0,16.504737017623977
1627030800000.0,2053.8,32402.0,,
1627031700000.0,2060.0,32468.0,,
1627032600000.0,2060.4,32442.0,,
1627033500000.0,2049.4,32334.0,,
1627034400000.0,2051.1,32317.0,,
1627035300000.0,2048.6,32284.0,,
1627036200000.0,2054.2,32365.0,,
1627037100000.0,2053.7,32340.0,,
1627038000000.0,2064.9,32427.0,,
1627038900000.0,2067.2,32445.0,,
1627039800000.0,2065.9,32393.0,,
1627040700000.0,2055.3,32309.0,,
1627041600000.0,2052.2,32297.0,,
1627042500000.0,2055.0,32364.0,,
1627043400000.0,2055.7,32350.0,,
1627044300000.0,2065.0,32446.0,,
1627045200000.0,2063.9,32420.0,,
1627046100000.0,2066.2,32428.0,,
1627047000000.0,2070.3,32461.0,,
1627047900000.0,2076.8,32560.0,,
1627048800000.0,2073.0,32516.0,,
1627049700000.0,2069.9,32544.0,,
1627050600000.0,2065.4,32465.0,,
1627051500000.0,2064.6,32494.0,,
1627052400000.0,2056.9,32391.0,,
1627053300000.0,2056.9,32362.0,,
1627054200000.0,2059.2,32394.0,,
1627055100000.0,2049.0,32318.0,,
1627056000000.0,2027.7,32195.0,-1.0,16.504737017623977
1627056900000.0,2018.8,32122.0,,
1627057800000.0,2016.2,32166.0,,
1627058700000.0,2017.1,32182.0,,
1627059600000.0,2003.2,32036.0,,
1627060500000.0,2006.1,32116.0,,
1627061400000.0,2005.7,32138.0,,
1627062300000.0,2014.1,32204.0,,
1627063200000.0,2016.0,32195.0,,
1627064100000.0,2021.9,32270.0,,
1627065000000.0,2016.2,32206.0,,
1627065900000.0,2011.9,32142.0,,
1627066800000.0,2017.2,32186.0,,
1627067700000.0,2020.1,32218.0,,
1627068600000.0,2022.1,32246.0,,
1627069500000.0,2021.6,32266.0,,
1627070400000.0,2030.6,32421.0,,
1627071300000.0,2033.6,32387.0,,
1627072200000.0,2032.3,32410.0,,
1627073100000.0,2040.6,32488.0,,
1627074000000.0,2043.5,32543.0,,
1627074900000.0,2046.8,32626.0,,
1627075800000.0,2055.5,32659.0,,
1627076700000.0,2054.4,32618.0,,
1627077600000.0,2059.8,32709.0,,
1627078500000.0,2063.5,32729.0,,
1627079400000.0,2081.9,33142.0,,
1627080300000.0,2089.7,33155.0,,
1627081200000.0,2095.7,33258.0,,
1627082100000.0,2100.7,33317.0,,
1627083000000.0,2111.4,33441.0,,
1627083900000.0,2125.2,33666.0,,
1627084800000.0,2113.1,33448.0,,
1627085700000.0,2115.0,33494.0,,
1627086600000.0,2119.5,33649.0,,
1627087500000.0,2111.3,33580.0,,
1627088400000.0,2107.4,33549.0,,
1627089300000.0,2110.5,33500.0,,
1627090200000.0,2115.7,33518.0,,
1627091100000.0,2122.7,33629.0,,
1627092000000.0,2124.7,33713.0,,
1627092900000.0,2125.9,33700.0,,
1627093800000.0,2119.2,33678.0,,
1627094700000.0,2122.6,33691.0,,
1627095600000.0,2115.7,33600.0,,
1627096500000.0,2115.8,33590.0,,
1627097400000.0,2114.0,33576.0,,
1627098300000.0,2140.7,33687.0,,
1627099200000.0,2138.9,33694.0,,
1627100100000.0,2130.4,33691.0,,
1627101000000.0,2134.5,33775.0,-1.0,16.504737017623977
1627101900000.0,2131.3,33709.0,,
1627102800000.0,2128.2,33651.0,,
1627103700000.0,2132.6,33682.0,,
1627104600000.0,2127.7,33710.0,-1.0,16.504737017623977
1627105500000.0,2133.9,33772.0,,
1627106400000.0,2135.9,33780.0,,
1627107300000.0,2141.7,33900.0,-1.0,16.504737017623977
1627108200000.0,2142.9,33870.0,,
1627109100000.0,2142.3,33905.0,-1.0,16.504737017623977
1627110000000.0,2139.8,33892.0,,
1627110900000.0,2135.0,33841.0,,
1627111800000.0,2128.9,33784.0,,
1627112700000.0,2133.5,33831.0,,
1627113600000.0,2119.2,33650.0,,
1627114500000.0,2124.9,33732.0,,
1627115400000.0,2119.9,33621.0,,
1627116300000.0,2121.6,33637.0,,
1627117200000.0,2125.4,33670.0,,
1627118100000.0,2127.9,33684.0,,
1627119000000.0,2137.8,33817.0,,
1627119900000.0,2142.2,33856.0,,
1627120800000.0,2134.8,33791.0,-1.0,16.504737017623977
1627121700000.0,2146.9,33868.0,,
1627122600000.0,2158.1,33947.0,,
1627123500000.0,2151.4,33904.0,,
1627124400000.0,2158.8,33965.0,,
1627125300000.0,2141.7,33744.0,,
1627126200000.0,2148.1,33789.0,,
1627127100000.0,2156.2,33892.0,,
1627128000000.0,2150.5,33803.0,,
1627128900000.0,2154.9,33822.0,,
1627129800000.0,2156.9,33811.0,,
1627130700000.0,2160.7,33844.0,,
1627131600000.0,2166.1,33893.0,,
1627132500000.0,2162.4,33898.0,,
1627133400000.0,2160.6,33859.0,,
1627134300000.0,2156.3,33809.0,,
1627135200000.0,2147.4,33773.0,,
1627136100000.0,2156.4,33840.0,,
1627137000000.0,2166.4,33884.0,,
1627137900000.0,2165.1,33881.0,,
1627138800000.0,2170.2,33938.0,,
1627139700000.0,2168.5,33959.0,,
1627140600000.0,2159.0,33878.0,,
1627141500000.0,2152.4,33885.0,,
1627142400000.0,2158.5,33918.0,,
1627143300000.0,2177.6,34233.0,,
1627144200000.0,2181.7,34284.0,,
1627145100000.0,2193.9,34453.0,,
1627146000000.0,2193.6,34442.0,,
1627146900000.0,2188.5,34327.0,,
1627147800000.0,2184.3,34230.0,,
1627148700000.0,2186.0,34335.0,,
1627149600000.0,2192.3,34415.0,,
1627150500000.0,2185.9,34353.0,,
1627151400000.0,2184.0,34352.0,,
1627152300000.0,2177.6,34308.0,,
1627153200000.0,2176.1,34275.0,,
1627154100000.0,2165.7,34137.0,,
1627155000000.0,2157.6,34021.0,,
1627155900000.0,2146.6,33876.0,,
1627156800000.0,2152.9,33939.0,,
1627157700000.0,2138.4,33805.0,,
1627158600000.0,2142.6,33874.0,,
1627159500000.0,2153.6,33929.0,,
1627160400000.0,2146.9,33943.0,,
1627161300000.0,2146.0,33895.0,,
1627162200000.0,2156.4,33982.0,,
1627163100000.0,2168.1,34114.0,,
1627164000000.0,2162.9,33958.0,,
1627164900000.0,2161.6,33932.0,,
1627165800000.0,2167.2,34014.0,,
1627166700000.0,2170.5,34046.0,,
1627167600000.0,2161.7,33968.0,,
1627168500000.0,2171.5,34072.0,,
1627169400000.0,2180.6,34161.0,,
1627170300000.0,2185.8,34283.0,,
1627171200000.0,2190.9,34407.0,,
1627172100000.0,2180.9,34225.0,,
1627173000000.0,2157.8,34043.0,,
1627173900000.0,2153.6,34039.0,,
1627174800000.0,2160.8,34136.0,,
1627175700000.0,2149.9,34009.0,,
1627176600000.0,2152.7,34056.0,,
1627177500000.0,2143.9,33949.0,-1.0,16.504737017623977
1627178400000.0,2148.2,34024.0,,
1627179300000.0,2153.1,34132.0,,
1627180200000.0,2155.6,34127.0,,
1627181100000.0,2164.1,34211.0,,
1627182000000.0,2172.0,34328.0,,
1627182900000.0,2172.1,34347.0,,
1627183800000.0,2165.5,34240.0,,
1627184700000.0,2153.9,34191.0,-1.0,16.504737017623977
1627185600000.0,2152.2,34210.0,,
1627186500000.0,2156.0,34288.0,,
1627187400000.0,2171.4,34447.0,,
1627188300000.0,2166.6,34399.0,,
1627189200000.0,2168.5,34443.0,,
1627190100000.0,2159.2,34344.0,,
1627191000000.0,2162.8,34349.0,,
1627191900000.0,2157.9,34338.0,,
1627192800000.0,2163.7,34442.0,,
1627193700000.0,2166.2,34436.0,,
1627194600000.0,2170.1,34487.0,,
1627195500000.0,2168.7,34498.0,,
1627196400000.0,2180.3,34631.0,,
1627197300000.0,2179.7,34681.0,,
1627198200000.0,2182.2,34778.0,,
1627199100000.0,2177.0,34725.0,,
1627200000000.0,2181.3,34786.0,,
1627200900000.0,2176.5,34737.0,,
1627201800000.0,2169.7,34629.0,,
1627202700000.0,2169.0,34588.0,,
1627203600000.0,2166.0,34528.0,,
1627204500000.0,2166.1,34460.0,,
1627205400000.0,2171.2,34439.0,,
1627206300000.0,2173.7,34535.0,,
1627207200000.0,2180.8,34598.0,,
1627208100000.0,2180.7,34545.0,,
1627209000000.0,2169.3,34419.0,,
1627209900000.0,2161.0,34369.0,,
1627210800000.0,2165.6,34471.0,,
1627211700000.0,2159.1,34317.0,,
1627212600000.0,2159.9,34403.0,,
1627213500000.0,2160.5,34410.0,,
1627214400000.0,2148.7,34319.0,,
1627215300000.0,2147.5,34332.0,,
1627216200000.0,2144.8,34275.0,,
1627217100000.0,2146.8,34303.0,,
1627218000000.0,2138.8,34247.0,,
1627218900000.0,2128.9,34121.0,,
1627219800000.0,2133.3,34184.0,,
1627220700000.0,2133.0,34196.0,,
1627221600000.0,2125.1,34067.0,,
1627222500000.0,2112.4,33922.0,,
1627223400000.0,2114.3,33961.0,,
1627224300000.0,2118.4,34117.0,,
1627225200000.0,2126.7,34199.0,,
1627226100000.0,2120.4,34051.0,,
1627227000000.0,2128.8,34201.0,,
1627227900000.0,2139.3,34198.0,,
1627228800000.0,2131.1,34153.0,,
1627229700000.0,2133.1,34188.0,,
1627230600000.0,2128.6,34164.0,,
1627231500000.0,2129.3,34231.0,,
1627232400000.0,2136.9,34303.0,,
1627233300000.0,2154.1,34476.0,,
1627234200000.0,2147.9,34419.0,,
1627235100000.0,2153.0,34475.0,,
1627236000000.0,2164.8,34498.0,,
1627236900000.0,2162.3,34478.0,,
1627237800000.0,2159.2,34429.0,,
1627238700000.0,2157.5,34432.0,,
1627239600000.0,2150.5,34325.0,,
1627240500000.0,2156.6,34442.0,,
1627241400000.0,2156.4,34462.0,,
1627242300000.0,2154.2,34376.0,,
1627243200000.0,2155.2,34431.0,,
1627244100000.0,2154.5,34419.0,,
1627245000000.0,2159.0,34443.0,,
1627245900000.0,2158.2,34469.0,,
1627246800000.0,2155.7,34452.0,,
1627247700000.0,2169.5,34546.0,,
1627248600000.0,2166.6,34597.0,,
1627249500000.0,2162.3,34572.0,,
1627250400000.0,2163.0,34543.0,,
1627251300000.0,2162.1,34513.0,,
1627252200000.0,2161.8,34581.0,,
1627253100000.0,2166.0,34682.0,,
1627254000000.0,2167.9,34678.0,,
1627254900000.0,2184.9,34914.0,,
1627255800000.0,2195.9,35245.0,,
1627256700000.0,2192.0,35413.0,,
1627257600000.0,2220.7,35828.0,,
1627258500000.0,2228.6,35766.0,,
1627259400000.0,2239.4,35853.0,,
1627260300000.0,2261.4,36781.0,,
1627261200000.0,2294.8,37995.0,,
1627262100000.0,2283.3,37970.0,,
1627263000000.0,2316.4,38598.0,,
1627263900000.0,2316.0,38335.0,,
1627264800000.0,2298.9,38055.0,,
1627265700000.0,2310.0,38316.0,,
1627266600000.0,2315.6,38461.0,,
1627267500000.0,2304.4,38077.0,,
1627268400000.0,2309.7,38131.0,,
1627269300000.0,2312.3,38157.0,,
1627270200000.0,2313.1,38241.0,,
1627271100000.0,2318.6,38312.0,,
1627272000000.0,2320.2,38351.0,,
1627272900000.0,2330.2,38348.0,,
1627273800000.0,2338.8,38526.0,,
1627274700000.0,2326.4,38308.0,,
1627275600000.0,2329.0,38366.0,,
1627276500000.0,2337.1,38458.0,,
1627277400000.0,2340.6,38490.0,,
1627278300000.0,2350.5,38606.0,,
1627279200000.0,2370.5,38678.0,,
1627280100000.0,2384.1,39104.0,,
1627281000000.0,2376.6,38955.0,,
1627281900000.0,2358.3,38662.0,,
1627282800000.0,2367.2,38806.0,,
1627283700000.0,2362.4,38698.0,,
1627284600000.0,2323.6,38096.0,,
1627285500000.0,2327.5,38188.0,,
1627286400000.0,2318.0,37959.0,,
